1.052000000000000000e+03 4.120000000000000000e+02
1.700000000000000000e+03 2.920000000000000000e+02
1.252000000000000000e+03 -6.800000000000000000e+01
5.480000000000000000e+02 2.800000000000000000e+01
7.000000000000000000e+02 5.480000000000000000e+02
1.052000000000000000e+03 1.880000000000000000e+02
1.052000000000000000e+03 1.052000000000000000e+03
1.052000000000000000e+03 2.920000000000000000e+02
1.468000000000000000e+03 2.800000000000000000e+01
1.252000000000000000e+03 1.000000000000000000e+02
5.480000000000000000e+02 2.800000000000000000e+01
5.480000000000000000e+02 2.800000000000000000e+01
7.000000000000000000e+02 1.880000000000000000e+02
1.468000000000000000e+03 8.680000000000000000e+02
1.052000000000000000e+03 7.000000000000000000e+02
1.700000000000000000e+03 4.120000000000000000e+02
1.252000000000000000e+03 2.920000000000000000e+02
1.468000000000000000e+03 2.920000000000000000e+02
1.252000000000000000e+03 5.480000000000000000e+02
1.468000000000000000e+03 8.680000000000000000e+02
1.468000000000000000e+03 8.680000000000000000e+02
1.700000000000000000e+03 7.000000000000000000e+02
1.468000000000000000e+03 7.000000000000000000e+02
1.252000000000000000e+03 1.700000000000000000e+03
1.052000000000000000e+03 2.212000000000000000e+03
1.468000000000000000e+03 2.212000000000000000e+03
1.468000000000000000e+03 1.948000000000000000e+03
1.700000000000000000e+03 1.468000000000000000e+03
1.468000000000000000e+03 2.492000000000000000e+03
1.948000000000000000e+03 2.212000000000000000e+03
1.468000000000000000e+03 2.212000000000000000e+03
1.700000000000000000e+03 1.948000000000000000e+03
1.700000000000000000e+03 1.468000000000000000e+03
2.212000000000000000e+03 1.052000000000000000e+03
2.492000000000000000e+03 1.052000000000000000e+03
3.100000000000000000e+03 8.680000000000000000e+02
2.788000000000000000e+03 1.052000000000000000e+03
3.428000000000000000e+03 8.680000000000000000e+02
4.132000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.468000000000000000e+03
4.900000000000000000e+03 7.000000000000000000e+02
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.252000000000000000e+03
4.900000000000000000e+03 1.468000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.252000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 1.468000000000000000e+03
4.900000000000000000e+03 8.680000000000000000e+02
4.900000000000000000e+03 4.120000000000000000e+02
4.900000000000000000e+03 2.920000000000000000e+02
4.900000000000000000e+03 4.120000000000000000e+02
4.900000000000000000e+03 8.680000000000000000e+02
4.900000000000000000e+03 5.480000000000000000e+02
4.900000000000000000e+03 2.920000000000000000e+02
4.900000000000000000e+03 7.000000000000000000e+02
4.900000000000000000e+03 7.000000000000000000e+02
4.900000000000000000e+03 7.000000000000000000e+02
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 8.680000000000000000e+02
4.900000000000000000e+03 1.468000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 1.052000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 3.100000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 1.948000000000000000e+03
4.900000000000000000e+03 1.700000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 2.492000000000000000e+03
4.900000000000000000e+03 3.100000000000000000e+03
4.900000000000000000e+03 3.428000000000000000e+03
4.900000000000000000e+03 3.428000000000000000e+03
4.900000000000000000e+03 3.428000000000000000e+03
4.900000000000000000e+03 3.772000000000000000e+03
4.900000000000000000e+03 3.100000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 2.212000000000000000e+03
4.900000000000000000e+03 3.428000000000000000e+03
4.900000000000000000e+03 4.132000000000000000e+03
4.900000000000000000e+03 3.772000000000000000e+03
4.900000000000000000e+03 2.788000000000000000e+03
4.900000000000000000e+03 4.508000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
4.900000000000000000e+03 4.900000000000000000e+03
