599.052 602.575 598.071 1039.06
607.772 609.189 602.157 1050.28
607.281 609.882 605.558 1052.35
607.015 609.454 603.07 1050.52
609.804 611.927 601.718 1052.8
610.247 612.256 601.416 1053.07
620.434 611.461 599.657 1057.55
620.366 612.508 599.506 1058.03
621.015 608.54 600.558 1056.72
619.105 598.957 603.093 1051.55
621.703 602.843 608.745 1058.54
625.414 601.304 609.079 1060.04
625.145 601.484 605.296 1057.82
625.034 601.44 613.377 1062.37
625.715 611.808 609.468 1066.43
626.586 608.347 613.04 1067.01
631.238 612.349 606.881 1068.52
630.802 611.537 606.792 1067.75
626.47 607.853 606.238 1062.77
625.981 608.114 605.362 1062.13
623.526 608.373 606.236 1061.33
624.531 608.387 602.803 1059.97
624.311 597.579 598.875 1051.44
620.002 597.531 598.931 1048.89
630.719 601.478 593.683 1054.53
629.997 608.116 586.607 1053.95
626.604 609.103 586.097 1052.21
625.532 601.384 578.197 1042.72
625.548 601.381 578.117 1042.68
623.721 602.088 573.603 1039.5
621.289 604.632 568.098 1036.49
621.406 604.647 569.442 1037.31
621.43 603.828 566.408 1035.18
621.953 604.304 564.504 1034.73
623.214 605.16 565.191 1036.37
622.73 604.186 567.132 1036.57
621.332 603.325 561.129 1031.95
623.825 606.01 562.7 1035.88
623.36 604.295 561.294 1033.83
624.679 604.035 563.082 1035.44
626.863 603.922 558.636 1034.29
628.322 603.259 560.994 1036.06
632.854 605.255 549.806 1033.99
632.195 606.665 550.288 1034.66
625.701 609.557 550.522 1032.54
621.37 609.031 557.581 1033.4
621.058 610.396 555.22 1032.75
616.984 614.226 559.419 1034.84
612.598 618.84 555.983 1033.13
612.7 619.055 556.055 1033.36
614.961 621.749 557.219 1036.94
615.581 620.288 560.977 1038.46
615.679 619.991 560.309 1037.98
615.742 620.609 552.095 1033.97
614.302 624.28 549.366 1033.87
612.999 625.004 551.882 1034.88
609.693 627.525 545.294 1030.95
603.861 624.764 538.553 1022.26
599.25 627.391 534.046 1018.79
598.139 627.955 530.641 1016.7
596.174 628.011 524.241 1012.25
596.24 628.236 527.282 1014.01
596.052 626.922 522.292 1010.49
594.28 627.708 525.844 1011.78
592.15 622.175 523.519 1005.89
591.484 629.165 520.476 1008.26
591.531 629 524.682 1010.37
591.155 628.457 523.179 1009.03
592.322 628.213 523.369 1009.66
592.132 627.519 519.596 1007.16
591.545 627.428 518.693 1006.3
591.12 626.558 511.133 1001.63
590.486 626.095 504.799 997.742
593.644 627.102 505.968 1000.84
595.217 626.654 517.152 1007.19
593.478 626.665 507.696 1001.34
598.028 624.685 508.7 1003.32
594.921 624.466 510.107 1002.05
600.979 626.724 512.26 1008.15
588.301 634.627 510.094 1004.51
588.316 634.751 510.561 1004.84
588.45 627.457 511.644 1000.88
586.05 628 506.931 997.405
589.112 636.423 497.499 999.796
582.012 629.405 501.637 993.241
580.805 627.636 505.385 993.316
586.366 628.649 501.187 995.094
585.186 628.647 497.31 992.45
587.29 635.048 494.617 996.414
589.012 636.304 498.702 1000.26
589.106 636.251 498.954 1000.41
588.925 634.424 495.366 997.354
588.966 634.478 495.325 997.391
596.562 632.819 491.661 999.038
596.866 632.516 491.529 998.962
597.368 629.717 490.698 997.084
596.927 629.863 490.554 996.841
589.351 627.458 497.134 994.073
594.251 627.42 491.244 994.038
594.221 624.671 501.983 997.647
590.275 643.986 512.65 1012.89
592.16 645.015 513.56 1015.11
590.44 643.997 503.764 1008.53
584.895 641.981 508.209 1006.24
586.332 638.023 502.72 1001.79
592.518 625.386 507.319 999.779
606.853 623.415 494.365 1000.66
607.375 622.992 498.929 1002.97
607.052 622.898 498.473 1002.49
607.9 623.609 494.301 1001.38
608.231 624.032 490.493 999.972
608.421 624.272 491.178 1000.57
608.62 624.489 492.042 1001.25
608.504 625.393 492.657 1002.05
614.681 624.291 485.455 1001.62
618.239 630.509 488.787 1009.29
618.192 627.295 488.459 1007.1
618.97 629.341 488.448 1008.85
618.982 629.279 488.457 1008.82
618.843 629.375 488.132 1008.64
610.212 629.153 492.682 1005.45
609.883 629.255 492.403 1005.18
608.513 627.52 497.279 1005.66
609.272 613.168 491.958 994.59
610.124 612.733 490.939 994.341
611.051 612.803 488.236 993.622
610.876 612.739 488.04 993.379
609.153 610.466 492.193 992.97
610.339 611.78 496.299 996.544
613.181 611.926 498.278 999.363
615.911 612.514 492.391 998.483
616.357 613.961 488.179 997.579
619.559 618.817 482.239 999.671
619.032 620.186 479.931 999.081
618.969 620.08 472.185 995.279
613.863 613.803 466.175 985.343
612.666 609.932 476.459 987.112
612.71 609.918 476.208 987.009
613.566 609.662 471.059 984.91
612.117 610.351 470.979 984.396
611.261 609.866 471.409 983.77
