-5.046160000000000229e-02 0.000000000000000000e+00 5.566800000000000220e-02 0.000000000000000000e+00
-1.261500000000000121e-01 7.568800000000000527e-02 6.198589999999999656e-02 6.317869999999999736e-03
-1.855179999999999885e-01 7.371669999999999612e-02 6.238250000000000045e-02 3.669120000000000107e-03
-2.152499999999999969e-01 6.000869999999999815e-02 6.214039999999999841e-02 2.605730000000000112e-03
-2.310309999999999864e-01 4.908850000000000019e-02 6.112000000000000072e-02 2.261669999999999913e-03
-2.428659999999999985e-01 4.179130000000000345e-02 6.151360000000000161e-02 1.888130000000000017e-03
-2.529020000000000157e-01 3.671850000000000114e-02 6.146669999999999912e-02 1.596449999999999909e-03
-2.613670000000000160e-01 3.290629999999999944e-02 6.157109999999999667e-02 1.386499999999999929e-03
-2.657829999999999915e-01 2.935480000000000034e-02 6.143060000000000187e-02 1.230820000000000091e-03
-2.688579999999999859e-01 2.643519999999999898e-02 6.144349999999999812e-02 1.100950000000000062e-03
-2.701120000000000188e-01 2.394440000000000110e-02 6.133099999999999663e-02 1.002180000000000085e-03
-2.767069999999999808e-01 2.283129999999999882e-02 6.134160000000000307e-02 9.149229999999999949e-04
-2.806359999999999966e-01 2.136599999999999958e-02 6.151650000000000174e-02 8.595960000000000146e-04
-2.825929999999999831e-01 1.987770000000000162e-02 6.130499999999999838e-02 8.234750000000000533e-04
-2.835429999999999895e-01 1.852950000000000083e-02 6.086889999999999662e-02 8.819369999999999554e-04
-2.873180000000000178e-01 1.773910000000000070e-02 6.090700000000000280e-02 8.258560000000000293e-04
-2.904379999999999740e-01 1.695260000000000170e-02 6.076229999999999826e-02 7.891439999999999783e-04
-2.970860000000000167e-01 1.731030000000000069e-02 6.131090000000000151e-02 9.244360000000000511e-04
-3.024809999999999999e-01 1.723989999999999898e-02 6.127450000000000258e-02 8.751870000000000352e-04
-3.070950000000000069e-01 1.699370000000000047e-02 6.125509999999999983e-02 8.305019999999999980e-04
-3.101670000000000260e-01 1.645349999999999938e-02 6.129590000000000038e-02 7.910159999999999631e-04
-3.141680000000000028e-01 1.618999999999999953e-02 6.151419999999999805e-02 7.851649999999999949e-04
-3.188019999999999743e-01 1.614900000000000016e-02 6.179269999999999902e-02 8.002730000000000000e-04
-3.244560000000000222e-01 1.646310000000000134e-02 6.174600000000000227e-02 7.676259999999999854e-04
-3.283610000000000140e-01 1.626640000000000030e-02 6.170559999999999934e-02 7.373860000000000310e-04
-3.328079999999999927e-01 1.624859999999999846e-02 6.161610000000000004e-02 7.140920000000000470e-04
-3.351199999999999735e-01 1.580530000000000129e-02 6.161509999999999904e-02 6.871359999999999751e-04
-3.373099999999999987e-01 1.538699999999999964e-02 6.161389999999999922e-02 6.621420000000000040e-04
-3.401230000000000087e-01 1.511099999999999943e-02 6.165949999999999903e-02 6.405230000000000472e-04
-3.415090000000000070e-01 1.466429999999999990e-02 6.164759999999999684e-02 6.189179999999999855e-04
-3.426710000000000034e-01 1.423089999999999945e-02 6.177230000000000221e-02 6.114669999999999784e-04
-3.426100000000000256e-01 1.377910000000000072e-02 6.185159999999999964e-02 5.973439999999999783e-04
-3.421719999999999762e-01 1.336230000000000057e-02 6.188969999999999888e-02 5.802129999999999961e-04
-3.422120000000000162e-01 1.296339999999999992e-02 6.185340000000000282e-02 5.640629999999999559e-04
-3.432000000000000051e-01 1.262630000000000002e-02 6.201759999999999912e-02 5.717990000000000052e-04
-3.436969999999999748e-01 1.228059999999999916e-02 6.189479999999999982e-02 5.690870000000000217e-04
-3.458430000000000115e-01 1.213529999999999991e-02 6.193089999999999706e-02 5.546680000000000230e-04
-3.473029999999999728e-01 1.190160000000000003e-02 6.196190000000000031e-02 5.407640000000000016e-04
-3.469789999999999819e-01 1.159690000000000026e-02 6.186370000000000063e-02 5.358020000000000447e-04
-3.462210000000000010e-01 1.132859999999999943e-02 6.192829999999999863e-02 5.262220000000000179e-04
-3.458289999999999975e-01 1.105579999999999931e-02 6.199520000000000031e-02 5.175649999999999955e-04
-3.450460000000000194e-01 1.081780000000000068e-02 6.199790000000000162e-02 5.050989999999999560e-04
-3.454380000000000228e-01 1.057050000000000003e-02 6.196539999999999687e-02 4.942839999999999994e-04
-3.468410000000000104e-01 1.042230000000000066e-02 6.204780000000000018e-02 4.899019999999999590e-04
-3.473249999999999948e-01 1.019950000000000023e-02 6.191989999999999994e-02 4.956970000000000213e-04
-3.482469999999999732e-01 1.001780000000000032e-02 6.208749999999999686e-02 5.129610000000000376e-04
-3.485920000000000130e-01 9.808439999999999867e-03 6.209859999999999686e-02 5.020509999999999947e-04
-3.488089999999999802e-01 9.604359999999999287e-03 6.205859999999999849e-02 4.931039999999999599e-04
-3.484579999999999900e-01 9.412840000000000443e-03 6.201050000000000312e-02 4.853200000000000222e-04
-3.477410000000000223e-01 9.250549999999999745e-03 6.199949999999999906e-02 4.756429999999999859e-04
-3.474780000000000091e-01 9.071159999999999987e-03 6.204839999999999661e-02 4.687879999999999847e-04
-3.473220000000000196e-01 8.896370000000000666e-03 6.208659999999999873e-02 4.612619999999999893e-04
-3.477819999999999800e-01 8.739030000000000062e-03 6.207560000000000161e-02 4.526089999999999757e-04
-3.478649999999999798e-01 8.576069999999999874e-03 6.208110000000000017e-02 4.441830000000000127e-04
-3.483840000000000270e-01 8.434640000000000193e-03 6.204889999999999711e-02 4.372229999999999845e-04
-3.499970000000000026e-01 8.438279999999999392e-03 6.216100000000000098e-02 4.437530000000000185e-04
-3.508279999999999732e-01 8.330529999999999186e-03 6.216619999999999785e-02 4.359289999999999931e-04
-3.517120000000000246e-01 8.233169999999999725e-03 6.229359999999999759e-02 4.468969999999999735e-04
-3.525969999999999938e-01 8.140710000000000654e-03 6.222599999999999659e-02 4.444370000000000005e-04
-3.542600000000000193e-01 8.174729999999999844e-03 6.230850000000000277e-02 4.446839999999999864e-04
-3.554459999999999842e-01 8.126639999999999212e-03 6.232959999999999889e-02 4.378459999999999817e-04
-3.561050000000000049e-01 8.021630000000000080e-03 6.236819999999999864e-02 4.324490000000000061e-04
-3.564160000000000106e-01 7.899410000000000806e-03 6.235659999999999814e-02 4.256870000000000055e-04
-3.570599999999999885e-01 7.801620000000000429e-03 6.234420000000000239e-02 4.191670000000000205e-04
-3.573950000000000182e-01 7.687959999999999759e-03 6.234490000000000171e-02 4.126690000000000024e-04
-3.575789999999999802e-01 7.572800000000000191e-03 6.231359999999999677e-02 4.075719999999999799e-04
-3.577270000000000172e-01 7.460389999999999903e-03 6.228039999999999965e-02 4.028120000000000051e-04
-3.581469999999999931e-01 7.361839999999999704e-03 6.224470000000000003e-02 3.984489999999999929e-04
-3.586469999999999936e-01 7.271559999999999829e-03 6.229370000000000046e-02 3.956809999999999950e-04
-3.590249999999999830e-01 7.176890000000000006e-03 6.230959999999999971e-02 3.903120000000000265e-04
-3.593600000000000128e-01 7.083039999999999649e-03 6.226249999999999840e-02 3.876409999999999838e-04
-3.606240000000000001e-01 7.097339999999999725e-03 6.223080000000000278e-02 3.835339999999999908e-04
-3.612730000000000108e-01 7.029480000000000277e-03 6.219170000000000254e-02 3.802580000000000174e-04
-3.616960000000000175e-01 6.946729999999999919e-03 6.217749999999999666e-02 3.753529999999999822e-04
-3.616170000000000218e-01 6.853940000000000206e-03 6.214719999999999966e-02 3.715479999999999738e-04
-3.612839999999999940e-01 6.771339999999999824e-03 6.207220000000000099e-02 3.742190000000000165e-04
-3.614040000000000030e-01 6.683889999999999623e-03 6.208240000000000286e-02 3.694680000000000208e-04
-3.614180000000000170e-01 6.597659999999999983e-03 6.212739999999999929e-02 3.674600000000000088e-04
-3.605360000000000231e-01 6.573100000000000123e-03 6.213599999999999679e-02 3.628799999999999951e-04
-3.598879999999999857e-01 6.522690000000000259e-03 6.210100000000000342e-02 3.600219999999999896e-04
-3.597099999999999742e-01 6.444110000000000289e-03 6.215989999999999710e-02 3.604060000000000184e-04
-3.595970000000000000e-01 6.366049999999999834e-03 6.214589999999999698e-02 3.562600000000000077e-04
-3.590149999999999730e-01 6.315730000000000302e-03 6.212070000000000092e-02 3.528469999999999914e-04
-3.594620000000000037e-01 6.256099999999999682e-03 6.213570000000000204e-02 3.489470000000000050e-04
-3.599539999999999962e-01 6.201589999999999880e-03 6.219159999999999966e-02 3.493179999999999918e-04
-3.597639999999999727e-01 6.132010000000000238e-03 6.216870000000000035e-02 3.459940000000000216e-04
-3.593799999999999772e-01 6.073249999999999656e-03 6.219299999999999828e-02 3.428600000000000072e-04
-3.586949999999999861e-01 6.042760000000000319e-03 6.212199999999999667e-02 3.462949999999999904e-04
-3.584609999999999741e-01 5.979059999999999583e-03 6.216490000000000210e-02 3.450559999999999977e-04
-3.581869999999999776e-01 5.918600000000000423e-03 6.209859999999999686e-02 3.475849999999999730e-04
-3.583680000000000199e-01 5.855970000000000272e-03 6.209520000000000317e-02 3.437599999999999749e-04
-3.583399999999999919e-01 5.792030000000000095e-03 6.207109999999999711e-02 3.408549999999999883e-04
-3.579530000000000212e-01 5.742419999999999816e-03 6.214050000000000129e-02 3.442310000000000183e-04
-3.575499999999999790e-01 5.695330000000000184e-03 6.212290000000000173e-02 3.410029999999999875e-04
-3.576070000000000082e-01 5.635349999999999908e-03 6.216060000000000335e-02 3.394849999999999929e-04
-3.576849999999999752e-01 5.576890000000000146e-03 6.213430000000000342e-02 3.369579999999999949e-04
-3.576570000000000027e-01 5.519170000000000326e-03 6.215559999999999835e-02 3.341449999999999932e-04
-3.574990000000000112e-01 5.464830000000000382e-03 6.218300000000000216e-02 3.318579999999999794e-04
-3.573060000000000125e-01 5.412819999999999611e-03 6.217749999999999666e-02 3.285359999999999865e-04
-3.571719999999999895e-01 5.360069999999999765e-03 6.214399999999999785e-02 3.269549999999999757e-04
