-0.0342354    0.000339473    1.80218    0.000307312    1.76794    3.27323e-05    1.20145    0.000204875    0.0566542    2.3488e-05    
-0.0343528    0.000351968    1.80228    0.000319532    1.76793    3.30855e-05    1.20152    0.000213021    0.0566462    2.43183e-05    
-0.0344731    0.000364675    1.8024    0.000332044    1.76792    3.33745e-05    1.2016    0.000221363    0.056638    2.51593e-05    
-0.0345967    0.000377633    1.80251    0.000344856    1.76792    3.36224e-05    1.20167    0.000229904    0.0566295    2.60146e-05    
-0.0347236    0.00039085    1.80263    0.000357977    1.76791    3.38296e-05    1.20175    0.000238651    0.0566209    2.68848e-05    
-0.034854    0.000404383    1.80275    0.000371418    1.7679    3.40281e-05    1.20184    0.000247612    0.0566121    2.7775e-05    
-0.0349878    0.000418197    1.80288    0.000385189    1.76789    3.41877e-05    1.20192    0.000256793    0.056603    2.86813e-05    
-0.035125    0.000432274    1.80301    0.000399301    1.76789    3.42891e-05    1.20201    0.000266201    0.0565938    2.96016e-05    
-0.0352659    0.000446675    1.80314    0.000413767    1.76788    3.43653e-05    1.2021    0.000275845    0.0565843    3.05414e-05    
-0.0354106    0.000461429    1.80328    0.000428599    1.76787    3.44273e-05    1.20219    0.000285733    0.0565745    3.1503e-05    
-0.0355591    0.000476555    1.80342    0.00044381    1.76786    3.44789e-05    1.20228    0.000295873    0.0565645    3.24879e-05    
-0.0357119    0.000492109    1.80357    0.000459415    1.76786    3.45476e-05    1.20238    0.000306277    0.0565543    3.35009e-05    
-0.0358688    0.000508082    1.80372    0.000475428    1.76785    3.46194e-05    1.20248    0.000316952    0.0565438    3.45406e-05    
-0.03603    0.000524478    1.80387    0.000491866    1.76784    3.46864e-05    1.20258    0.00032791    0.056533    3.56067e-05    
-0.0361956    0.000541309    1.80403    0.000508744    1.76784    3.47462e-05    1.20269    0.000339163    0.0565219    3.66998e-05    
-0.0363658    0.000558617    1.8042    0.000526082    1.76783    3.4815e-05    1.2028    0.000350721    0.0565105    3.78232e-05    
-0.0365407    0.000576405    1.80436    0.000543897    1.76782    3.48823e-05    1.20291    0.000362598    0.0564988    3.89764e-05    
-0.0367205    0.000594717    1.80454    0.00056221    1.76782    3.49644e-05    1.20302    0.000374806    0.0564868    4.0163e-05    
-0.0369053    0.000613517    1.80472    0.00058104    1.76781    3.50262e-05    1.20314    0.00038736    0.0564745    4.13785e-05    
-0.0370951    0.000632846    1.8049    0.000600411    1.7678    3.50795e-05    1.20327    0.000400274    0.0564619    4.2626e-05    
-0.0372903    0.000652748    1.80509    0.000620344    1.7678    3.51364e-05    1.20339    0.000413563    0.056449    4.39087e-05    
-0.0374909    0.000673219    1.80528    0.000640866    1.76779    3.51811e-05    1.20352    0.000427244    0.0564357    4.52252e-05    
-0.0376973    0.000694317    1.80548    0.000662001    1.76778    3.52309e-05    1.20365    0.000441334    0.056422    4.65798e-05    
-0.0379095    0.000716051    1.80569    0.000683779    1.76778    3.52764e-05    1.20379    0.000455853    0.056408    4.79723e-05    
-0.0381278    0.000738445    1.8059    0.000706229    1.76777    3.53141e-05    1.20393    0.000470819    0.0563936    4.94036e-05    
-0.0383524    0.000761534    1.80612    0.000729382    1.76777    3.53453e-05    1.20408    0.000486255    0.0563789    5.08756e-05    
-0.0385835    0.000785341    1.80634    0.000753272    1.76776    3.53641e-05    1.20423    0.000502182    0.0563637    5.23887e-05    
-0.0388213    0.000809907    1.80657    0.000777935    1.76775    3.53735e-05    1.20438    0.000518624    0.0563481    5.39452e-05    
-0.0390662    0.00083529    1.80681    0.000803409    1.76775    3.53859e-05    1.20454    0.000535606    0.0563321    5.5549e-05    
-0.0393184    0.000861502    1.80706    0.000829733    1.76774    3.5385e-05    1.20471    0.000553155    0.0563156    5.7199e-05    
-0.0395782    0.000888616    1.80731    0.000856951    1.76774    3.53873e-05    1.20488    0.0005713    0.0562987    5.88998e-05    
-0.0398461    0.000916711    1.80758    0.000885108    1.76773    3.54132e-05    1.20505    0.000590072    0.0562813    6.06568e-05    
-0.0401224    0.000945811    1.80785    0.000914252    1.76772    3.54483e-05    1.20523    0.000609501    0.0562634    6.24693e-05    
-0.0404073    0.000975956    1.80812    0.000944435    1.76772    3.54875e-05    1.20542    0.000629623    0.056245    6.43383e-05    
-0.0407012    0.00100719    1.80841    0.000975711    1.76771    3.55221e-05    1.20561    0.000650474    0.0562261    6.6264e-05    
-0.0410043    0.00103953    1.80871    0.00100814    1.76771    3.55387e-05    1.20581    0.000672092    0.0562067    6.82459e-05    
-0.0413172    0.00107308    1.80902    0.00104178    1.7677    3.55484e-05    1.20601    0.000694517    0.0561867    7.02877e-05    
-0.0416402    0.00110789    1.80933    0.00107669    1.76769    3.55518e-05    1.20622    0.000717794    0.0561662    7.23912e-05    
-0.0419739    0.00114406    1.80966    0.00111295    1.76769    3.55597e-05    1.20644    0.000741967    0.056145    7.45597e-05    
-0.0423189    0.00118166    1.81    0.00115063    1.76768    3.55816e-05    1.20667    0.000767085    0.0561233    7.6796e-05    
-0.0426755    0.00122077    1.81035    0.0011898    1.76768    3.56037e-05    1.2069    0.000793199    0.056101    7.90985e-05    
-0.0430444    0.00126146    1.81072    0.00123054    1.76767    3.56371e-05    1.20714    0.000820362    0.056078    8.14695e-05    
-0.0434261    0.00130382    1.81109    0.00127294    1.76767    3.5674e-05    1.2074    0.000848629    0.0560544    8.39073e-05    
-0.0438211    0.00134791    1.81148    0.00131709    1.76766    3.57103e-05    1.20765    0.000878059    0.0560301    8.64104e-05    
-0.04423    0.00139385    1.81189    0.00136307    1.76766    3.57533e-05    1.20792    0.000908711    0.0560052    8.89781e-05    
-0.0446536    0.00144174    1.8123    0.00141097    1.76765    3.58082e-05    1.2082    0.000940647    0.0559797    9.16082e-05    
-0.0450925    0.00149166    1.81274    0.00146089    1.76764    3.58687e-05    1.20849    0.000973929    0.0559535    9.42948e-05    
-0.0455473    0.0015437    1.81319    0.00151293    1.76764    3.59394e-05    1.20879    0.00100862    0.0559267    9.70323e-05    
-0.0460188    0.00159795    1.81365    0.00156717    1.76763    3.60128e-05    1.2091    0.00104478    0.0558992    9.98104e-05    
-0.0465075    0.0016545    1.81413    0.0016237    1.76763    3.60922e-05    1.20942    0.00108247    0.0558713    0.000102618    
-0.0470141    0.00171343    1.81463    0.00168261    1.76762    3.61757e-05    1.20976    0.00112174    0.0558428    0.000105438    
-0.0475394    0.00177481    1.81515    0.00174396    1.76761    3.62637e-05    1.2101    0.00116264    0.0558139    0.000108253    
-0.0480839    0.00183868    1.81569    0.0018078    1.76761    3.6357e-05    1.21046    0.0012052    0.0557847    0.000111035    
-0.048648    0.00190507    1.81625    0.00187415    1.7676    3.64533e-05    1.21083    0.00124943    0.0557553    0.000113752    
-0.0492322    0.00197396    1.81683    0.00194301    1.7676    3.65408e-05    1.21122    0.00129534    0.0557258    0.000116363    
-0.0498367    0.00204529    1.81743    0.00201432    1.76759    3.66308e-05    1.21162    0.00134288    0.0556967    0.000118821    
-0.0504616    0.00211896    1.81805    0.00208795    1.76759    3.67257e-05    1.21203    0.00139197    0.055668    0.000121067    
